status_code,error_message,file_type
406,The uploaded file is neither a video nor an audio file.,pdf
406,The uploaded file is neither a video nor an audio file.,pdf
406,The uploaded file is neither a video nor an audio file.,pdf
406,The uploaded file is neither a video nor an audio file.,pdf
